"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Garrett Saunders","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".225",".235",".461",".207","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010909"
"Derwin Barreto","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".227",".249",".476",".212","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005522"
"Yenci Pena","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".221",".259",".479",".212","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003238"
"Cal Conley","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".225",".255",".480",".213","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017080"
"Arol Vera","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".215",".246",".461",".203","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014687"
"Ronny Brito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".217",".273",".490",".216","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917329"
"Wilmer Reyes","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".244",".304",".549",".240","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917118"
"Carlos Irigoyen","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".217",".241",".458",".203","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005745"
"Brandon Leyton","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".230",".286",".516",".226","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917309"
"Cristian Inoa","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".247",".301",".548",".240","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917277"
"Shervyen Newton","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".211",".231",".442",".198","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917119"
"Jelfry Marte","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".205",".231",".436",".194","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006886"
"Cristian Gonzalez","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".208",".238",".447",".198","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008771"
"Mike Salvatore","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".209",".225",".434",".195","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011254"
"Alvaro Gonzalez","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".227",".244",".471",".211","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005715"
"Anthony Walters","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".230",".243",".474",".213","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014890"
"Julio Carreras","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".244",".295",".539",".236","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005598"
"Abdiel Layer","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".205",".251",".456",".201","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007291"
"Yeison Coca","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".231",".259",".490",".218","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917075"
"Osmy Gregorio","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".221",".252",".473",".210","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917348"
"José Sánchez","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".237",".248",".485",".218","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004382"
"Anyesber Sivira","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".228",".241",".469",".210","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003301"
"Juan Querecuto","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".214",".235",".450",".201","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005721"
"Mateo Gil","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".240",".296",".536",".234","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007050"
"Franklin Soto","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".220",".249",".469",".208","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003328"
"Elly De La Cruz","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".222",".286",".508",".221","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009289"
"Viandel Pena","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".230",".255",".485",".216","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005775"
"Antoni Flores","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".230",".251",".481",".214","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005489"
"Keoni Cavaco","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".209",".236",".445",".197","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010706"
"Charlis Aquino","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".209",".237",".446",".198","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008895"
"Milan Tolentino","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".205",".241",".446",".197","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014544"
"Benjamin Cowles","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".211",".252",".463",".205","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016976"
"Anderson Tejeda","STL","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".199",".251",".334",".585",".255","61","","0.0","0.0","","-0.3","0.1","0.0","","999.0","19909"
"Ricardo Cubillan","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".233",".237",".470",".212","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917089"
"Darlyn Del Villar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".211",".225",".436",".196","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005724"
"Marcos Brito","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".207",".213",".420",".190","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003183"
"Ed Howard","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".212",".247",".460",".203","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014540"
"Eduardo Garcia","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".213",".246",".459",".203","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008751"
"Wilber Sanchez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".198",".240",".438",".193","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008941"
"Hugo Cardona","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".210",".237",".448",".199","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003339"
"Yordys Valdes","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".211",".224",".435",".194","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010037"
"Gabriel Rodriguez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".218",".243",".461",".204","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008744"
"Zack Kone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".221",".243",".464",".207","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008293"
"Jake Boone","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".218",".234",".453",".202","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014881"
"Gus Steiger","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".223",".241",".464",".207","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014889"
"Enrique Valdez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".206",".238",".444",".196","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005568"
"Carlos Paraguate","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".208",".231",".438",".195","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005757"
"Bryan Torres","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".219",".232",".451",".202","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002858"
"Cam Shepherd","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".219",".230",".449",".202","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014879"
"Cesar Berbesi","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".215",".225",".440",".198","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008740"
"Fabian Pertuz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".219",".254",".473",".209","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005500"
"Kervin Pichardo","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".224",".241",".465",".209","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011260"
"Cristian Santana","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".199",".231",".430",".191","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015697"
"Edison Mora","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".215",".237",".453",".202","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007315"
"Osiris Johnson","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".210",".241",".450",".199","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008110"
"Pedro Ramirez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".211",".234",".446",".197","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015834"
"AJ Lee","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".198",".214",".412",".186","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010146"
"Robert Puason","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".197",".211",".408",".183","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014697"
"Yeison Santana","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".209",".232",".442",".197","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005730"
"Sheng-Ping Chen","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".208",".231",".439",".197","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014837"
"Odalys Peguero","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".195",".199",".394",".178","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015626"
"Victor Acosta","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".200",".216",".416",".186","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015705"
"Brady McConnell","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".207",".237",".444",".197","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010331"
"Chad Stevens","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".193",".208",".401",".180","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017040"
"Richie Martin","BAL","8","32","29","6","1","0","1","3","3","2","8","0","1","0","",".225",".284",".335",".619",".272","68","","-0.1","-0.3","","-1.3","0.1","0.0","","999.0","17736"
"Angeudis Santos","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".211",".214",".425",".192","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009794"
"Adinso Reyes","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".188",".228",".417",".183","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008750"
"Luis Verdugo","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".208",".247",".454",".200","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006888"
"Dairon Cuevas","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".202",".228",".430",".191","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008792"
"Daniel Castillo","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".202",".220",".423",".189","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005545"
"Yiddi Cappe","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".194",".211",".405",".180","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015515"
"Willmer De La Cruz","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".189",".189",".379",".172","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015624"
"Danyer Cueva","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".193",".204",".397",".178","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015725"
"Manuel Beltre","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".199",".208",".407",".183","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015710"
"Jamari Baylor","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".194",".227",".421",".186","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011446"
"Ben Troike","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".204",".221",".426",".190","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011541"
"Angel Rojas","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".185",".209",".394",".175","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005578"
"Andres Mesa","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".184",".204",".388",".173","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015598"
"Dayro Perez","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".185",".200",".385",".173","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009299"
"Abel Bastidas","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".188",".197",".385",".174","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015709"
"Amador Arias","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".173",".200",".373",".166","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003216"
"Ranser Amador","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".206",".237",".443",".196","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003192"
"Deivis Nadal","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".187",".211",".399",".177","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008879"
"Wilmin Candelario","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".184",".212",".396",".175","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008834"
"Lency Delgado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".224",".416",".185","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006913"
"Willy Vasquez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".172",".196",".368",".163","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011821"
"Alexander Vargas","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".178",".202",".381",".169","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008851"
"Junior Paniagua","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".178",".201",".379",".168","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008875"
"Franklin Linares","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".180",".189",".369",".166","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009820"
"Brenny Escanio","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".191",".203",".394",".177","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015565"
"Isaac De Leon","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".181",".202",".383",".170","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008784"
"Noelberth Romero","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".180",".204",".384",".170","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008808"
"Luis Mendez","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".203",".233",".436",".193","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015650"
"Carlos Santiago","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".175",".208",".383",".169","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005565"
"Dayan Frias","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".178",".197",".375",".167","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008768"
"Bladimir De La Rosa","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".182",".217",".399",".177","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009331"
"Manuel Pena","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".197",".216",".412",".184","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015715"
"Yoander Rivero","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".184",".207",".391",".173","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008782"
"Sander Mora","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".189",".201",".389",".174","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006578"
"Edgar Martinez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".190",".208",".398",".177","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005790"
"Alejandro Pie","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".177",".196",".373",".166","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008754"
"Luis Tejeda","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".179",".202",".380",".169","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008913"
"Jhoan Paulino","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".179",".196",".375",".167","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005563"
"Jalen Greer","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".138",".168",".181",".349",".156","-4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010340"
"Hans Montero","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".176",".177",".353",".161","-5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016321"
"Albert Suarez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".181",".196",".377",".168","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002855"
"William Lugo","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".166",".187",".353",".157","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010876"
"Luis Sena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".186",".203",".389",".173","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010885"
"Yerjeni Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".185",".203",".388",".173","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003269"
"Rafael Morel","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".186",".216",".401",".178","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009534"
"Aeverson Arteaga","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".169",".193",".362",".160","-2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014707"
"Omar Florentino","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".181",".205",".386",".171","0","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008758"
"Jecorrah Arnold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".199",".228",".427",".191","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004508"
"Yoneiry Acevedo","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".180",".200",".380",".169","0","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005909"
"Guarner Dipre","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".178",".195",".373",".166","-2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005793"
"Erison Placencia","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".182",".199",".381",".170","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011669"
"Dionys Vallejo","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".179",".190",".369",".167","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007058"
"Francisco Floyd","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".180",".194",".374",".167","-3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008821"
"Aiverson Rodriguez","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".203",".232",".435",".193","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008824"
"Ilvin Fernandez","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".180",".204",".384",".171","-3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008815"
"Luis Rubio","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".190",".201",".391",".176","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008797"
"Eddinson Paulino","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".183",".205",".388",".172","-2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009538"
"Jean Pena","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".176",".200",".376",".167","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006192"
"Gregory Guerrero","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".173",".190",".363",".162","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917296"
"Cristhian Rodriguez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".174",".198",".372",".165","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008785"
"Yhostin Chirinos","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".177",".196",".373",".166","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005521"
"Elijah Tatis","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".173",".193",".366",".163","-3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011507"
"Alberis Ferrer","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".179",".209",".389",".172","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005584"
"Emmanuel Sanchez","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".180",".200",".380",".169","-3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008909"
"Pedro Mota","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".201",".225",".426",".190","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008800"
"Luis Chevalier","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".165",".187",".352",".156","-4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009641"
"Glenn Santiago","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".178",".195",".373",".167","-5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010341"
"Dilan Rosario","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".171",".197",".367",".163","0","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010165"
"Lizardo Ruiz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".182",".194",".376",".169","0","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008930"
"Norkis Marcos","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".210",".225",".435",".194","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005575"
"Cesar Aponte","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".195",".205",".400",".179","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009312"
"Wilfri Peralta","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".197",".202",".399",".181","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005481"
"Cesar Calderon","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".187",".223",".410",".181","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009344"
"Yorbin Ceuta","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".182",".197",".379",".170","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa956378"
"Omar Estévez","LAD","8","33","30","7","1","0","1","3","3","2","8","0","0","0","",".219",".279",".334",".613",".269","69","","0.0","0.0","","-1.3","0.1","0.0","","999.0","sa914242"
"Yoan Bravo","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".187",".188",".375",".170","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008829"
"Junior Sanquintin","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".177",".206",".383",".169","0","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010863"
"Kyle Holder","COL","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".237",".291",".335",".626",".275","57","","0.0","0.0","","-0.7","0.2","0.0","","999.0","sa857840"
"Logan Warmoth","TOR","8","33","29","6","1","0","1","3","3","3","11","0","1","0","",".205",".282",".314",".595",".265","62","","0.0","0.0","","-1.5","-0.3","-0.1","","999.0","sa3004813"
"Chris Owings","","29","116","105","22","5","1","3","12","11","9","36","1","2","1","",".213",".278",".349",".627",".272","69","","0.0","-0.3","","-4.5","-0.2","-0.1","","600.7","10030"
"Scott Kingery","PHI","44","175","158","33","7","1","4","18","18","12","53","2","3","1","",".210",".273",".352",".625",".272","67","","0.2","-0.8","","-7.2","-2.0","-0.3","","600.3","17975"
